"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"412","org.apache.poi.hssf.usermodel.HSSFShapeContainer",412,1,1,0,3,1,0,1,1,0
"423","org.apache.poi.hssf.record.formula.ParenthesisPtg",423,10,2,0,5,14,45,10,52,0
"409","org.apache.poi.hssf.util.AreaReference",409,5,1,0,3,21,0,4,149,1
"425","org.apache.poi.hssf.record.HCenterRecord",425,11,2,0,7,20,35,9,113,1
"415","org.apache.poi.hssf.record.SeriesRecord",415,21,2,0,6,32,120,19,379,1
"441","org.apache.poi.hssf.record.TabIdRecord",441,10,2,0,6,24,33,8,166,1
"400","org.apache.poi.hssf.record.PaletteRecord",400,11,2,0,9,30,17,8,1209,1
"411","org.apache.poi.hssf.record.BackupRecord",411,10,2,0,7,19,39,8,91,1
"401","org.apache.poi.hssf.record.SharedFormulaRecord",401,19,2,0,19,89,155,16,531,5
"419","org.apache.poi.util.IntMapper",419,7,1,0,4,18,0,7,75,1
"433","org.apache.poi.hssf.record.formula.RangePtg",433,9,2,0,4,13,36,9,58,0
"435","org.apache.poi.hssf.record.ProtectRecord",435,11,2,0,8,20,35,9,112,1
"442","org.apache.poi.hpsf.VariantTypeException",442,3,4,2,3,4,0,3,21,0
"431","org.apache.poi.hssf.record.DefaultRowHeightRecord",431,13,2,0,6,22,56,11,137,1
"414","org.apache.poi.hssf.record.AreaRecord",414,17,2,0,8,33,0,15,227,1
"437","org.apache.poi.hssf.record.AxisOptionsRecord",437,43,2,0,8,59,305,41,794,1
"402","org.apache.poi.hssf.usermodel.HSSFDataFormat",402,9,1,0,5,32,0,7,431,0
"427","org.apache.poi.util.IntList",427,27,1,0,4,31,0,25,683,1
"422","org.apache.poi.util.ShortList",422,25,1,0,0,29,0,24,629,1
"438","org.apache.poi.poifs.storage.BlockListImpl",438,6,1,2,5,13,0,4,107,3
"410","org.apache.poi.hssf.record.BarRecord",410,23,2,0,8,39,35,21,360,1
"420","org.apache.poi.hssf.usermodel.HSSFAnchor",420,12,1,2,18,13,42,12,62,0
"432","org.apache.poi.poifs.filesystem.EntryNode",432,10,1,2,6,14,19,6,71,0
"424","org.apache.poi.poifs.storage.SmallBlockTableReader",424,2,1,0,9,8,1,2,24,2
"430","org.apache.poi.hssf.record.HideObjRecord",430,10,2,0,6,19,39,8,94,1
"429","org.apache.poi.ddf.EscherBlipRecord",429,6,2,2,10,25,3,6,154,3
"405","org.apache.poi.hssf.record.Margin",405,2,1,0,5,2,1,2,2,0
"403","org.apache.poi.util.LittleEndian",403,36,1,0,188,44,630,33,398,1
"421","org.apache.poi.hssf.model.DrawingManager",421,7,1,0,3,30,0,4,212,0
"404","org.apache.poi.hssf.record.formula.UnknownPtg",404,7,2,0,3,8,21,7,26,0
"426","org.apache.poi.hssf.record.TextObjectRecord",426,12,3,0,13,70,0,7,613,3
"407","org.apache.poi.hssf.record.formula.UnaryMinusPtg",407,10,2,0,6,15,45,10,59,0
"417","org.apache.poi.poifs.property.PropertyFactory",417,2,1,0,5,10,1,0,82,0
"406","org.apache.poi.hssf.record.FnGroupCountRecord",406,10,2,0,6,19,39,8,91,1
"440","org.apache.poi.hssf.record.formula.ReferencePtg",440,21,2,5,14,42,38,20,318,1
"439","org.apache.poi.hpsf.wellknown.PropertyIDMap",439,7,3,0,1,18,21,7,301,0
"408","org.apache.poi.ddf.EscherChildAnchorRecord",408,15,2,0,6,31,43,15,229,1
"416","org.apache.poi.hssf.model.CommentShape",416,4,3,0,13,32,4,2,155,2
"428","org.apache.poi.hssf.record.EscherAggregate",428,20,3,0,36,129,124,10,1234,4
"436","org.apache.poi.hssf.record.SubRecord",436,3,2,4,9,11,3,3,46,2
